ID,date,item
T836,2022-08-01,SWEET/COOKIES (GOOD DAY CASHEW)
T837,2022-08-01,SWEET/COOKIES (PILLSBURY)|NON-ALKALINE (EVEREADY 1015)
T838,2022-08-01,TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)
T839,2022-08-01,GATHIA/PAPRI/RIBLON (KUR KURE SOLID MASTI)|CREAM (OREO CHOCOLATE)|SUGAR PANNED (GEMS SURPRISE)
T840,2022-08-01,POTATO WAFERS (LAYS CARIBBEAN STYLE)|CREAM (OREO CHOCOLATE)|MAIN PACKS (WAGH BAKRI PATTI LEAF)|LOLIPOPS (CHUPA CHUPS)|HOT CEREALS (QUAKER OATS)|HOT CEREALS (QUAKER OATS)|MOULDED (DAIRY MILK)
T842,2022-08-01,CREAM (TREAT JAM)
T845,2022-08-01,SACHETS (L'OREAL PARIS)
T846,2022-08-01,PURE (EVEREST)
T847,2022-08-01,TRADITIONAL (SARGAM)
T851,2022-08-01,SALT CRACKER (PRIYAGOLD BUTTER DELITE)|NON-SALT CRACKER (PRIYA GL CHES CRCK)
T852,2022-08-01,SALT CRACKER (MONACO)|GLUCOSE (PARLE-G)|CREAM (TREAT JAM)
T855,2022-08-01,WASHING POWDERS/LIQUIDS (SURF MATIC TOP LOAD LIQUIDS)|STAIN REMOVERS (VANISH SHAKTI O2)|WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)|CREAM (GOLDEN OREO)|NON-SALT CRACKER (PARLE KRACK JACK)|GLUCOSE (PARLE-G GOLD)|CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)
T857,2022-08-01,HARD B  CANDIES (ALPENLIEBE GOLD)
T858,2022-08-01,MOULDED (DAIRY MILK)
T859,2022-08-01,WASHING POWDERS/LIQUIDS (TIDE)
T861,2022-08-01,SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|SWEET/COOKIES (GOOD DAY CASHEW)|POPULAR (DETTOL ORIGINAL)
T862,2022-08-01,INSTANT NOODLES (MAGGI MASALA)
T869,2022-08-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T870,2022-08-01,NON-SALT CRACKER (PARLE KRACK JACK)|SWEET/COOKIES (HIDE & SEEK AMERICAN)|SWEET/COOKIES (PARLE 20-20 CASHEW)|NON-ALKALINE (EVEREADY 1015)|KETCHUPS/SAUCES (CHING'S SECRET)
T874,2022-08-01,SUN FLOWER (SUNDAY)|SUN FLOWER (AADHAAR)
T877,2022-08-01,CONCTN POWDERS (RASNA INSTA)|CONCTN POWDERS (TANG)
T880,2022-08-01,SUGAR PANNED (GEMS BFF)
T881,2022-08-01,POWDERED SALT (TATA SALT)
T882,2022-08-01,COUNT (SNICKERS)|COATED WAFER BISC (GANDOUR)
T884,2022-08-01,READY TO COOK SOUPS (KNORR)
T886,2022-08-01,SUN FLOWER (SUNDAY)
T887,2022-08-01,GLUCOSE (PARLE-G)|FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)
T889,2022-08-01,CHEWING GUMS (ORBIT)
T890,2022-08-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T894,2022-08-01,CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)
T895,2022-08-01,SALT CRACKER (MONACO)|MARIE (MARIE GOLD REGULAR)
T897,2022-08-01,POTATO WAFERS (LAYS AMERICAN STYLE)
T898,2022-08-01,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|CREAM (GOLDEN OREO)|CREAM (TREAT JAM)|SWEET/COOKIES (MILANO)
T899,2022-08-01,HAIR CONDITIONERS (FRUCTIS)
T902,2022-08-01,GATHIA/PAPRI/RIBLON (KUR KURE CHUTNEY RAJASTHANI ST)|CHOCOLATE PANNED (CADBURY SHOTS)
T904,2022-08-01,INSTANT NOODLES (KNORR DRY CHINESE NOODLES)
T906,2022-08-01,MOULDED (DAIRY MILK SILK)
T908,2022-08-01,CREAM (GOLDEN OREO)
T909,2022-08-01,KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)
T910,2022-08-01,POWDERED SALT (TOPLINE)
T911,2022-08-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T912,2022-08-01,CREAM (OREO STRAWBERRY)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)
T915,2022-08-01,SWEET/COOKIES (GOOD DAY CASHEW)
T916,2022-08-01,PURE (EVEREST)
T918,2022-08-01,INSTANT NOODLES (MAGGI MASALA)
T919,2022-08-01,POTATO WAFERS (LAYS MAGIC MASALA)
T920,2022-08-01,NON-SALT CRACKER (PARLE KRACK JACK)
T921,2022-08-01,BLENDED (SHAN)
T922,2022-08-01,POTATO WAFERS (LAYS MAGIC MASALA)
T926,2022-08-01,CREAM (OREO CHOCOLATE)
T928,2022-08-01,CREAM (GOLDEN OREO)|SWEET/COOKIES (GOOD DAY CASHEW)
T932,2022-08-01,POPCORN (ACT II INSTANT POPCORN)|READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS MOON&STA)
T933,2022-08-01,COATED WAFER BISC (KITKAT)|SWEET/COOKIES (GOOD DAY CHOCOLATE)
T937,2022-08-01,POTATO WAFERS (LAYS AMERICAN STYLE)|CREAM (OREO STRAWBERRY)
T939,2022-08-01,POTATO WAFERS (LAYS CHILE LIMON)
T940,2022-08-01,CREAM (OREO STRAWBERRY)|MOULDED (DAIRY MILK)|COATED WAFER BISC (GANDOUR)|SUGAR PANNED (GEMS)
T942,2022-08-01,WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)
T943,2022-08-01,TOFFEES (KISMI BAR)|TOFFEES (CHUPA CHUPS SOUR BELT)
T944,2022-08-01,POTATO WAFERS (LAYS CHILE LIMON)
T945,2022-08-01,MAIN PACKS (BROOKE BOND RED LABEL)
T947,2022-08-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T949,2022-08-01,GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)
T951,2022-08-01,CHEWING GUMS (ORBIT)|TOFFEES (JUZT JELLY BOTTLES)|GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)|POTATO WAFERS (LAYS AMERICAN STYLE)
T955,2022-08-01,NON-ALKALINE (EVEREADY 1015)
T956,2022-08-01,CREAM (OREO CHOCOLATE)
T957,2022-08-01,BROWN POWDERS (BOURNVITA)|PURE (VANDEVI)|BUTTER (AMUL)|CREAM (BRITANNIA BOURBON)|CREAM (GOLDEN OREO)|GLUCOSE (PARLE-G)|WASHING POWDERS/LIQUIDS (WHEEL GREEN)|NON-SALT CRACKER (PARLE KRACK JACK)|CREAM (OREO STRAWBERRY)|SALT CRACKER (MONACO)|TOOTH PASTES (PEPSODENT GERMICHECK+CVTYPRTCN)|VANASPATI CONS PACK (8/94) (DALDA)|TOOTH PASTES (COLGATE DENTALCREAM)
T959,2022-08-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T960,2022-08-01,CREAM (OREO CHOCOLATE)
T961,2022-08-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T962,2022-08-01,NON-SALT CRACKER (LITTLE HEARTS)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)|COATED WAFER BISC (PERK)|TOFFEES (CHUPA CHUPS SOUR BITES)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|CREAM (TREAT JAM)|CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|POWDERED SALT (TOPLINE)|PURE (EVERYDAY)|PURE (EVEREST)
T963,2022-08-01,COATED WAFER BISC (GANDOUR)|TOFFEES (KISMI BAR)
T965,2022-08-01,LOLIPOPS (CHUPA CHUPS)
T966,2022-08-01,CREAM (TREAT JAM)|POTATO WAFERS (LAYS CARIBBEAN STYLE)
T971,2022-08-01,NON-SALT CRACKER (PARLE TOP SPIN)
T973,2022-08-01,EXTRUDED SNACKS (CHEETOS CHEEZ PUFF)
T974,2022-08-01,CREAM (TREAT JAM)
T976,2022-08-01,COATED WAFER BISC (PERK)|COATED WAFER BISC (KITKAT)
T977,2022-09-01,DETERGENT CAKES/BARS (SARGAM)
T980,2022-09-01,WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)
T981,2022-09-01,TOFFEES (CHUPA CHUPS SOUR BITES)|POTATO WAFERS (LAYS CLASSIC SALTED)
T984,2022-09-01,NON-SALT CRACKER (PARLE KRACK JACK)
T986,2022-09-01,TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)|POPULAR (LIRIL)|MANUAL (CAVITY DEFENSE BLACK)
T987,2022-09-01,COUNT (MR. WAFER)|SWEET/COOKIES (GOOD DAY CHOCOLATE)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|MOULDED (DAIRY MILK)|WAFER CREAM (GONE MAD)|CREAM (GOLDEN OREO)|CREAM (OREO CHOCOLATE)|NON-SALT CRACKER (PARLE KRACK JACK)|NON-SALT CRACKER (PARLE KRACK JACK)
T988,2022-09-01,BRANDED (PARACHUTE)|HAIR DYES     (1/76) (INDICA EASY MINI)
T989,2022-09-01,INSTANT NOODLES (MAGGI MASALA)
T991,2022-09-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T996,2022-09-01,COUNT (SNICKERS)
T998,2022-09-01,TOFFEES (KISMI BAR)|GLUCOSE (PARLE-G GOLD)|MARIE (MARIE GOLD REGULAR)|PRICKLY HEAT POWDER (DERMI COOL)
T1000,2022-09-01,PURE (EVEREST)|PURE (EVEREST)
T1001,2022-09-01,SALT CRACKER (MONACO)|PURE (EVEREST)|LIQUID BLUES (UJALA SUPREME)
T1003,2022-09-01,GATHIA/PAPRI/RIBLON (KUR KURE HYDRABADI HUNGAMA)
T1004,2022-09-01,WAFER CREAM (GONE MAD)
T1005,2022-09-01,TOFFEES (KISMI BAR)|MOULDED (DAIRY MILK)
T1008,2022-09-01,TOFFEES (KISMI BAR)
T1011,2022-09-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T1012,2022-09-01,MOULDED (DAIRY MILK)
T1015,2022-09-01,MOIST  LTN/CREAM (NIVEA ALOE HYDRATION)
T1018,2022-09-01,CREAM (SUNFEAST DARK FANTSY CHOCOFILS)
T1019,2022-09-01,SUGAR PANNED (GEMS)|LOLIPOPS (CHUPA CHUPS)
T1020,2022-09-01,MOULDED (DAIRY MILK)
T1023,2022-09-01,INSTANT NOODLES (MAGGI MASALA)
T1024,2022-09-01,SALT CRACKER (MONACO)
T1026,2022-09-01,POTATO WAFERS (LAYS CARIBBEAN STYLE)
T1028,2022-09-01,EXTRUDED SNACKS (LAYS WAVEZ)|POTATO WAFERS (LAYS AMERICAN STYLE)|POTATO WAFERS (UNCLE CHIPPS PLAIN SALTED)|POTATO WAFERS (LAYS MAXX)|SACHETS (DOVE DANDRUFF CARE)|NON-SALT CRACKER (50-50 REGULAR)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)|CREAM (PURE MAGIC CHOCOLUSH)|SALT CRACKER (MONACO)|SALT CRACKER (MONACO)|NON-SALT CRACKER (PARLE KRACK JACK)|SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (NICE TIME)|NON-SALT CRACKER (50-50 JEERA MASTI)|MARIE (MARIE GOLD REGULAR)|BUTTER (AMUL)
T1030,2022-09-01,SALT CRACKER (MONACO)
T1031,2022-09-01,CREAM (PURE MAGIC CHOCOLUSH)|MARIE (MARIE GOLD REGULAR)
T1034,2022-09-01,LOLIPOPS (CHUPA CHUPS)
T1035,2022-09-01,MAIN PACKS (BROOKE BOND RED LABEL NAT CARE)
T1036,2022-09-01,COUNT (MR. WAFER)|SALT CRACKER (MONACO)|GLUCOSE (PARLE-G)
T1038,2022-09-01,READY TO COOK SNACKS MIXES (MTR)
T1039,2022-09-01,LOLIPOPS (CHUPA CHUPS)|INSTANT NOODLES (MAGGI MASALA)|NON-SALT CRACKER (LITTLE HEARTS)|DETERGENT CAKES/BARS (SARGAM)|MOULDED (DAIRY MILK)|GLUCOSE (PARLE-G)|PRICKLY HEAT POWDER (DERMI COOL)|COUNT (SNICKERS)|TOFFEES (CHUPA CHUPS SOUR BELT)|BRANDED (PARACHUTE)|NON-SALT CRACKER (PARLE KRACK JACK)
T1040,2022-09-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)|POTATO WAFERS (LAYS SPANISH TOMATO TANGO)
T1041,2022-09-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T1042,2022-09-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T1044,2022-09-01,CREAM (TREAT STARS)|SWEET/COOKIES (NICE TIME)|CREAM (OREO CHOCOLATE)|CREAM (OREO STRAWBERRY)
T1048,2022-09-01,MAIN PACKS (SOCIETY LEAF)|POTATO WAFERS (LAYS CHILE LIMON)|MARIE (MARIE GOLD REGULAR)|INSTANT NOODLES (MAGGI MASALA)|COUNT (MR. WAFER)
T1050,2022-09-01,BROWN POWDERS (HORLICKS CHOCOLATE)|BROWN POWDERS (BOURNVITA)|PACKAGED PURE GHEE (DYNAMIX)
T1052,2022-09-01,LOLIPOPS (CHUPA CHUPS)|SUGAR PANNED (GEMS)|GLUCOSE (PARLE-G)
T1053,2022-09-01,POWDERED SALT (TATA SALT)
T1054,2022-09-01,CREAM (TREAT JAM)|POWDERED SALT (TATA SALT)
T1055,2022-09-01,CREAM (MILK BIKIS MILK CREAM)
T1056,2022-09-01,CREAM (BRITANNIA BOURBON)
T1057,2022-09-01,PREMIUM (GODREJ NO 1 SANDAL)
T1059,2022-09-01,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS)
T1060,2022-09-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T1061,2022-09-01,MOULDED (DAIRY MILK)
T1062,2022-09-01,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)
T1064,2022-09-01,MOULDED (DAIRY MILK)|NON-SALT CRACKER (PARLE KRACK JACK)
T1065,2022-09-01,CONCTN POWDERS (TANG)
T1066,2022-09-01,HOT CEREALS (QUAKER OATS)
T1069,2022-09-01,SWEET/COOKIES (GOOD DAY CASHEW)
T1070,2022-09-01,NOODLES (ZOOPY)
T1071,2022-09-01,WAFER CREAM (GONE MAD)
T1072,2022-09-01,SUN FLOWER (SUNDAY)
T1074,2022-09-01,HAIR DYES     (1/76) (INDICA EASY MINI)
T1078,2022-09-01,WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)
T1082,2022-09-01,CREAM (GOLDEN OREO)
T1083,2022-09-01,MAIN PACKS (SOCIETY LEAF)
T1085,2022-09-01,BRANDED (PARACHUTE)
T1089,2022-09-01,GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)
T1090,2022-09-01,READY TO EAT CEREALS (KELLOGG'S KPAK CRUNCHY BITES)
T1091,2022-09-01,TOFFEES (CHUPA CHUPS SOUR BELT)|PREMIUM (DETTOL ORIGINAL)|POTATO WAFERS (LAYS AMERICAN STYLE)|MARIE (MARIE GOLD REGULAR)
T1094,2022-09-01,POTATO WAFERS (LAYS CHILE LIMON)|MUSTARD/RAPE SEED (FORTUNE KACHI GHANI)|MARIE (MARIE GOLD REGULAR)
T1095,2022-10-01,MOULDED (DAIRY MILK)
T1097,2022-10-01,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T1098,2022-10-01,CREAM (TREAT JAM)
T1100,2022-10-01,COUNT (SNICKERS)
T1101,2022-10-01,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T1102,2022-10-01,POWDERS (ENO FRUIT SALT)
T1103,2022-10-01,MARIE (VITA MARIE GOLD)
T1106,2022-10-01,POPULAR (DETTOL ORIGINAL)|WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)
T1107,2022-10-01,BUTTER (AMUL)
T1108,2022-10-01,POPULAR (MEDIMIX AYURVEDIC)|MAIN PACKS (WAGH BAKRI PATTI LEAF)
T1109,2022-10-01,CREAM (OREO STRAWBERRY)
T1110,2022-10-01,FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)|SUN FLOWER (SUNDAY)
T1111,2022-10-01,POTATO WAFERS (LAYS MAXX)|PROCESSED CHEESE (AMUL)|MAIN PACKS (WAGH BAKRI INSTANT)
T1113,2022-10-01,POWDERED SALT (TOPLINE)
T1117,2022-10-01,PURE (EVEREST)
T1119,2022-10-01,BUTTER (AMUL)
T1120,2022-10-01,SUGAR PANNED (GEMS)
T1121,2022-10-01,WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)|MAIN PACKS (SOCIETY LEAF)
T1123,2022-10-01,COUNT (SNICKERS)
T1125,2022-10-01,FACE WASH (CLEAN & CLEAR FOAMING FACIAL)
T1128,2022-10-01,RIGID (BAJAJ ALMOND DROP)
T1129,2022-10-01,INSTANT NOODLES (MAGGI MASALA)
T1131,2022-10-01,MOULDED (DAIRY MILK)
T1132,2022-10-01,WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)
T1133,2022-10-01,MOULDED (DAIRY MILK)
T1135,2022-10-01,PREMIUM (GODREJ NO 1 SAFFRON)|TRADITIONAL (VIM)|PREMIUM (DYNA MILK & ROSE)|FRAGRANCE - DEODORANT (PARK AVENUE GO STORM)|MANUAL (ORAL-B 123)|DETERGENT CAKES/BARS (SARGAM)
T1137,2022-10-01,CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)|TOFFEES (CHUPA CHUPS SOUR BELT)|COATED WAFER BISC (GANDOUR)
T1138,2022-10-01,POTATO WAFERS (LAYS SPANISH TOMATO TANGO)|CREAM (OREO CHOCOLATE)
T1139,2022-10-01,CONCTN POWDERS (RASNA INSTA)
T1141,2022-10-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)|KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|READY TO EAT CEREALS (KELLOGG'S KPAK CRUNCHY BITES)
T1142,2022-10-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T1143,2022-10-01,SWEET/COOKIES (PILLSBURY)
T1144,2022-10-01,NON-SALT CRACKER (50-50 MSK CK)
T1147,2022-10-01,MOULDED (DAIRY MILK)|NON-SALT CRACKER (LITTLE HEARTS)|MOULDED (DAIRY MILK)
T1148,2022-10-01,MOULDED (DAIRY MILK)
T1149,2022-10-01,NON-SALT CRACKER (LITTLE HEARTS)|TOFFEES (CHUPA CHUPS SOUR BITES)|POTATO WAFERS (LAYS MAGIC MASALA)|POTATO WAFERS (LAYS AMERICAN STYLE)
T1152,2022-10-01,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T1153,2022-10-01,SUGAR PANNED (GEMS)
T1156,2022-10-01,LOLIPOPS (CHUPA CHUPS)
T1158,2022-10-01,MARIE (VITA MARIE GOLD)
T1159,2022-10-01,CREAM (OREO STRAWBERRY)|CREAM (OREO CHOCOLATE)|NON-SALT CRACKER (PARLE KRACK JACK)|SWEET/COOKIES (GOOD DAY CHUNKIES)
T1164,2022-10-01,MOULDED (DAIRY MILK)|MOULDED (DAIRY MILK)
T1166,2022-10-01,POTATO WAFERS (LAYS CHILE LIMON)|POTATO WAFERS (LAYS AMERICAN STYLE)
T1168,2022-10-01,INSTANT NOODLES (CHING'S SECRET)|COATED WAFER BISC (KITKAT)
T1169,2022-10-01,CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)
T1171,2022-10-01,GLUCOSE (PARLE-G)
T1173,2022-10-01,WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)
T1174,2022-10-01,CREAM (OREO STRAWBERRY)
T1176,2022-10-01,CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)|PROCESSED CHEESE (AMUL)
T1177,2022-10-01,NOODLES (ZOOPY)
T1178,2022-10-01,TOFFEES (CHUPA CHUPS SOUR BITES)|SUGAR PANNED (GEMS)
T1179,2022-10-01,EXTRUDED SNACKS (TOO YUMM MULTIGRAIN CHIPS)
T1180,2022-10-01,POWDERED SALT (TATA SALT)
T1182,2022-10-01,GATHIA/PAPRI/RIBLON (KUR KURE CHILLI CHATKA)|GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)
T1183,2022-10-01,COATED WAFER BISC (GANDOUR)|WAFER CREAM (GONE MAD)
T1185,2022-10-01,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|READY TO COOK SOUPS (KNORR)
T1187,2022-10-01,POTATO WAFERS (LAYS MAXX)
T1188,2022-10-01,POTATO WAFERS (LAYS SPANISH TOMATO TANGO)|GATHIA/PAPRI/RIBLON (BINGO MADANGLES TOM MISCHIEF)
T1189,2022-10-01,NOODLES (ZOOPY)
T1190,2022-10-01,NOODLES (ZOOPY)
T1193,2022-10-01,POTATO WAFERS (LAYS CLASSIC SALTED)|ASSORTED BISCUITS (CHEESLING)|NOODLES (ZOOPY)
T1194,2022-10-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T1195,2022-10-01,PREMIUM (SANTOOR)
T1200,2022-10-01,TOFFEES (YOLI YOLA)
T1201,2022-10-01,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS DISCOVRY)
T1205,2022-10-01,DIAPERS       (8/93) (MAMY POKO PANTS STANDARD)
T1206,2022-11-01,READY TO COOK SOUPS (CHING'S SECRET)
T1208,2022-11-01,SACHETS (L'OREAL PARIS)
T1211,2022-11-01,NON-ALKALINE (EVEREADY 1012)|NON-SALT CRACKER (PARLE KRACK JACK)|SALT CRACKER (MONACO)|SWEET/COOKIES (GOOD DAY CASHEW)|PACKAGED PURE GHEE (SAGAR)|SUN FLOWER (SUNDAY)|SWEET/COOKIES (UNIBIC)
T1213,2022-11-01,PROCESSED CHEESE (AMUL)
T1214,2022-11-01,CREAM (OREO CHOCOLATE)
T1215,2022-11-01,KETCHUPS/SAUCES (FUN FOODS)
T1216,2022-11-01,TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)|MARIE (MARIE GOLD REGULAR)|NOODLES (ZOOPY)
T1217,2022-11-01,GLUCOSE POWDER & TABLET (GLUCON-D ORANGE)
T1220,2022-11-01,PURE (EVEREST)
T1221,2022-11-01,MOULDED (DAIRY MILK)
T1223,2022-11-01,BRANDED (PARACHUTE)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|SWEET/COOKIES (GOOD DAY CASHEW)
T1225,2022-11-01,LOLIPOPS (CHUPA CHUPS)|BUTTER (AMUL)
T1226,2022-11-01,TOFFEES (CHUPA CHUPS SOUR BITES)
T1227,2022-11-01,TWIN BLADES-SYSTEMS (SIMPLY VENUS)
T1228,2022-11-01,CREAM (GOLDEN OREO)
T1229,2022-11-01,NON-SALT CRACKER (LITTLE HEARTS)
T1231,2022-11-01,PACKAGED PURE GHEE (DYNAMIX)|CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)
T1232,2022-11-01,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T1233,2022-11-01,TOFFEES (CHUPA CHUPS SOUR BITES)|INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T1235,2022-11-01,CONCTN POWDERS (RASNA INSTA)
T1238,2022-11-01,CREAM (OREO CHOCOLATE)|POTATO WAFERS (LAYS AMERICAN STYLE)|TRADITIONAL (VIM)|DETERGENT CAKES/BARS (RIN ADVANCED)|HAND WASH (REZILON)
T1239,2022-11-01,READY TO EAT CEREALS (KELLOGG'S KPAK CRUNCHY BITES)|CONCTN POWDERS (TANG)
T1240,2022-11-01,PACKAGED PURE GHEE (AMUL)
T1243,2022-11-01,MOULDED (DAIRY MILK)
T1244,2022-11-01,BRANDED (PARACHUTE)
T1245,2022-11-01,POTATO WAFERS (LAYS MAXX)
T1247,2022-11-01,POTATO WAFERS (LAYS MAXX)
T1248,2022-11-01,POPULAR (DETTOL ORIGINAL)|MAIN PACKS (SOCIETY LEAF)|ATTA (SILVER COIN)
T1249,2022-11-01,COATED WAFER BISC (KITKAT)|PREMIUM (SANTOOR)
T1250,2022-11-01,MOULDED (GALAXY)
T1252,2022-11-01,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|READY TO EAT CEREALS (KELLOGG'S CHOCOS FILLS KPAK)|VANASPATI CONS PACK (8/94) (DALDA)|PACKAGED PURE GHEE (SAGAR)
T1253,2022-11-01,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T1255,2022-11-01,MOULDED (GALAXY)|EXTRUDED SNACKS (DORITOS)
T1256,2022-11-01,SUN FLOWER (SUNDAY)
T1259,2022-11-01,MOULDED (DAIRY MILK)
T1261,2022-11-01,MOULDED (DAIRY MILK)
T1262,2022-11-01,LOLIPOPS (CHUPA CHUPS)|MOULDED (DAIRY MILK)|SWEET/COOKIES (GOOD DAY CASHEW)
T1263,2022-11-01,NON-SALT CRACKER (PARLE KRACK JACK)
T1264,2022-11-01,MARGARINE (DELICIOUS)
T1265,2022-11-01,SALT CRACKER (MONACO)|SWEET/COOKIES (GOOD DAY BUTTER)|SWEET/COOKIES (GOOD DAY CASHEW)
T1267,2022-11-01,CHOCOLATE PANNED (CADBURY SHOTS)
T1269,2022-11-01,POTATO WAFERS (LAYS CHILE LIMON)|MAIN PACKS (SOCIETY LEAF)
T1270,2022-11-01,CONCTN POWDERS (TANG)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|INSTANT NOODLES (MAGGI MASALA)|CHOCOLATE PANNED (CADBURY SHOTS)
T1271,2022-11-01,TOFFEES (LABAN STRETCHY MAN)|JAMS (KISSAN)|MAIN PACKS (WAGH BAKRI PATTI LEAF)
T1272,2022-11-01,COATED WAFER BISC (GANDOUR)|CREAM (TREAT STARS)
T1276,2022-11-01,HAIR CONDITIONERS (PANTENE CONDITIONER)
T1278,2022-11-01,SWEET/COOKIES (HAPPY HAPPY)|NON-SALT CRACKER (PARLE KRACK JACK)
T1279,2022-11-01,POTATO WAFERS (LAYS MAGIC MASALA)
T1280,2022-11-01,LOLIPOPS (CHUPA CHUPS)
T1282,2022-11-01,TOFFEES (LABAN STRETCHY MAN)
T1283,2022-11-01,GATHIA/PAPRI/RIBLON (KUR KURE SOLID MASTI)
T1285,2022-11-01,MAIN PACKS (WAGH BAKRI PATTI LEAF)|POWDERED SALT (TATA SALT)
T1286,2022-11-01,FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)|CHOCOLATE PANNED (CADBURY SHOTS)|POTATO WAFERS (LAYS AMERICAN STYLE)|NON-SALT CRACKER (PARLE KRACK JACK)|MOULDED (DAIRY MILK)|TOFFEES (LABAN STRETCHY MAN)|BROWN POWDERS (BOOST)|SUN FLOWER (SUNDAY)|GATHIA/PAPRI/RIBLON (KUR KURE MASALA MUNCH)|CREAM (MILK BIKIS MILK CREAM)|CHEWING GUMS (HAPPYDENT WHITE BAKING SODA)
T1287,2022-11-01,MOULDED (DAIRY MILK)
T1288,2022-11-01,COUNT (KINDER JOY BOYS)
T1289,2022-11-01,WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)|TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)
T1291,2022-11-01,BUTTER (AMUL)
